note,key,composer,symphony
E,minor,Joseph Martin Kraus,"Symphony, VB 141 (possibly about 1782-3)"
E,minor,George Alexander Macfarren,Symphony (by 1874)
E,minor,Gustav Mahler,Symphony No. 7 (1904-5)
E,minor,Emánuel Moór,"Symphony, Op. 65"
E,minor,Nikolai Myaskovsky,"Symphony No. 4 , Op. 17 (1917-8)"
E,minor,Nikolai Myaskovsky,"Symphony No. 9, Op. 28 (1926-7)"
E,minor,Hubert Parry,"Symphony No. 4  (begun around 1888-9, premiered 1889, revised 1910)"
E,minor,Florence Price,Symphony No. 1 (1932)
E,minor,Sergei Rachmaninoff,"Symphony No. 2, Op. 27 (1907)"
E,minor,Joachim Raff,"Symphony No. 9, Op. 208 """"Im Sommer"""" (1878)"
E,minor,František Xaver Richter,"Sinfonia (ca. 1740, published 1744)"
E,minor,Nikolai Rimsky-Korsakov,"Symphony No. 1, Op. 1 (revised version of 1884)"
E,minor,Jean Rivier,"Symphony No.6 """"Les Présages"""" (1956)"
E,minor,Joseph Ryelandt,"Symphony No. 3, Op. 47 (1908)"
E,minor,Adolphe Samuel,"Symphony No. 3, Op. 28 (1858)"
E,minor,Joly Braga Santos,"Symphony No. 4, Op. 16 (1949)"
E,minor,Roger Sessions,Symphony No. 1 (1927)
E,minor,Yuri Shaporin,Symphony (1932-3)
E,minor,Dmitri Shostakovich,"Symphony No. 10, Op. 93 (1948)"
E,minor,Jean Sibelius,"""""Kullervo"""" Symphony-Symphonic Poem, Op. 7 (1891-2)"
E,minor,Jean Sibelius,"Symphony No. 1, Op. 39 (1898-9)"
E,minor,Sergei Taneyev,Symphony No. 1  (1874)
E,minor,Pyotr Ilyich Tchaikovsky,"Symphony No. 5, Op. 64 (1888)"
E,minor,Johann Baptist Wanhal,"Symphony """"Bryan e1"""""
E,minor,Johann Baptist Wanhal,"Symphony """"Bryan e3"""" (possibly 1760-2)"
E,minor,Ralph Vaughan Williams,Symphony No. 6 (1948)
E,minor,Ralph Vaughan Williams,Symphony No. 9 (1957)
E,minor,Johannes Verhulst,"Symphony, Op. 46"
E,minor,Christopher Ernst Friedrich Weyse,"Symphony No. 4, DF 120 (1795)"
E,minor,Louis Vierne,"Organ Symphony No. 2 , Op. 20 (1902-3)"
F,major,Carl Friedrich Abel,Symphony op. 1 no. 5 WK 5
F,major,Carl Friedrich Abel,Symphony op. 7 no. 4 WK 16
F,major,Eugen d'Albert,"Symphony, op. 4"
F,major,Kurt Atterberg,"Symphony No. 2, op. 6"
F,major,Carl Philipp Emanuel Bach,Symphony Wq. 175 / H.650
F,major,Carl Philipp Emanuel Bach,Symphony Wq. 181 / H.656
F,major,Carl Philipp Emanuel Bach,Symphony Wq. 183:3 / H.665
F,major,Johann Christian Bach,Symphony op. 3 no. 5 W C5
F,major,Johann Christian Bach,Symphony op. 8 no. 4 W C15
F,major,Johann Christoph Friedrich Bach,Symphony (Wf I: 1)
F,major,Arnold Bax,Symphony in F major
F,major,Franz Ignaz Beck,"Symphony, op. 1 no. 2 (Callen 2)"
F,major,Franz Ignaz Beck,"Symphony, op. 3 no. 1 (Callen 13)"
F,major,Franz Ignaz Beck,"Symphony, op. 4 no. 3 (Callen 21)"
F,major,Ludwig van Beethoven,"Symphony No. 6, op. 68 """"Pastoral"""""
F,major,Ludwig van Beethoven,"Symphony No. 8, op. 93"
F,major,Luigi Boccherini,"Symphony No. 10, op. 35/4, G. 512"
F,major,Léon Boëllmann,"Symphony, op. 24"
F,major,Johannes Brahms,"Symphony No. 3, op. 90"
F,major,Havergal Brian,Symphony No. 26
F,major,Frederick Bridge,"Symphony """"Resurgam"""""
F,major,Fritz Brun,Symphony No. 9
F,major,Christian Cannabich,"Sinfonia, op. 10 no. 4"
F,major,George Whitefield Chadwick,Symphony No. 3
F,major,Frederic Hymen Cowen,Symphony No. 5
F,major,William Crotch,Symphony in F
F,major,Ernst von Dohnányi,Symphony in F
F,major,Felix Draeseke,"Symphony No. 2 , op. 25"
F,major,Antonín Dvořák,"Symphony No. 5, op. 76, B. 54"
F,major,Zdeněk Fibich,"Symphony No. 1 , op. 17"
F,major,Niels Gade,"Symphony No. 7 , op. 45"
F,major,Alexander Glazunov,"Symphony No. 7, op. 77"
F,major,Hermann Goetz,"Symphony, op. 9"
F,major,François Joseph Gossec,"Symphony, op. 12 no. 6"
F,major,Théodore Gouvy,"Symphony No. 2 , op. 12"
F,major,Adalbert Gyrowetz,untitled
F,major,Adalbert Gyrowetz,op. 6 no. 3
F,major,Adalbert Gyrowetz,op. 9 no. 3
F,major,Adalbert Gyrowetz,op. 13 no. 2.
F,major,Joseph Haydn,Symphony No. 17
F,major,Joseph Haydn,Symphony No. 40
F,major,Joseph Haydn,Symphony No. 58
F,major,Joseph Haydn,Symphony No. 79
F,major,Joseph Haydn,Symphony No. 89
F,major,Michael Haydn,"Symphony No. 1B, MH 25"
F,major,Michael Haydn,"Symphony No. 22, MH 284, Perger 14, Sherman 23"
F,major,Michael Haydn,"Symphony No. 31, MH 405, Perger 22"
F,major,Michael Haydn,"Symphony No. 38, MH 477, Perger 30"
F,major,Michael Haydn,"Symphony No. 40, MH 507, Perger 32"
F,major,Leopold Hofmann,"Symphony, Badley F1"
F,major,Leopold Hofmann,"Symphony, Badley F2"
F,major,Gustav Holst,"Symphony """"The Cotswolds"""", op. 8"
F,major,Hans Huber,Symphony No. 5
F,major,Jan Kalivoda,Symphony No. 6 op. 132
F,major,Sigfrid Karg-Elert,"Sinfonia Brevis, op. 1"
F,major,Kosaku Yamada,"Symphony """"Triumph and Peace"""""
F,major,Leopold Kozeluch,Symphony op. 22 no. 2/P I:4
F,major,Leopold Kozeluch,Symphony P I:F1
F,major,Joseph Martin Kraus,"Sinfonia Buffa, VB 129"
F,major,Joseph Martin Kraus,"Symphony, VB 130"
F,major,Joseph Martin Kraus,"Symphony, VB 145"
F,major,Franz Krommer,Symphony No. 1 op. 12
F,major,Joseph Küffner,"Symphony No. 3, op. 83"
F,major,Franz Lachner,Symphony No. 2 op. 44
F,major,Rued Langgaard,"Symphony No. 5 """"Nature of the Steppe"""""
F,major,Rued Langgaard,"Symphony No. 7 """"By Tordenskjold in Holmen Church"""""
F,major,Rued Langgaard,"Symphony No. 8 """"Memories at Amalienborg"""""
F,major,Rued Langgaard,"Symphony No. 9 """"From Queen Dagmar's City"""""
F,major,George Lloyd,Symphony No. 3
F,major,Giuseppe Martucci,"Symphony No. 2 , op. 81"
F,major,William J. McCoy,Symphony
F,major,Erkki Melartin,"Symphony No. 3, op. 40"
F,major,Wolfgang Amadeus Mozart,"Symphony No. 6, K. 43"
F,major,Wolfgang Amadeus Mozart,"Symphony No. 18, K. 130 (1772)"
F,major,Nikolai Myaskovsky,"Symphony No. 16, op. 39, """"Aviation"""""
F,major,Zygmunt Noskowski,"Symphony No. 3 """"From Spring to Spring"""""
F,major,Hubert Parry,"Symphony No. 2 """"Cambridge"""""
F,major,Ignaz Pleyel,Symphony no. 10 in F
F,major,Ignaz Pleyel,"Symphonie Périodique No. 6, op. 27"
F,major,Cipriani Potter,Symphony No. 7
F,major,Ebenezer Prout,Symphony No. 3 op. 22
F,major,Joachim Raff,"Symphony No. 3 """"Im Walde"""", op. 153"
F,major,Anton Reicha,Symphony No. 3
F,major,Josef Rheinberger,"Symphony No. 2 """"Florentine"""", op. 87"
F,major,Ferdinand Ries,"Symphony No. 4, op. 110"
F,major,Jean Rivier,"Symphony No. 7 """"Les Contrastes"""""
F,major,Anton Rubinstein,"Symphony No. 1 , op. 40"
F,major,Camille Saint-Saëns,"Symphony """"Urbs Roma"""" "
F,major,Christian Sinding,"Symphony No. 3, op. 121"
F,major,Louis Spohr,"Symphony No. 4, op. 86 """"Die Weihe der Töne"""""
F,major,Carl Stamitz,Symphony op. 24 no. 3
F,major,Johann Stamitz,Symphony op. 4 no. 1
F,major,Charles Villiers Stanford,"Symphony No. 4 , op. 31"
F,major,Wilhelm Stenhammar,Symphony No. 1
F,major,Max Trapp,"Symphony No. 5, op. 33"
F,major,Felix Weingartner,"Symphony No. 4, op. 61"
F,major,Richard Wüerst,"Preis-Symphonie, op. 21"
F,minor,Hugo Alfvén,"Symphony No. 1 , op. 7"
F,minor,Josef Bárta,Symphony
F,minor,Havergal Brian,Symphony No. 14
F,minor,Havergal Brian,"Symphony No. 22 """"Sinfonia Brevis"""""
F,minor,Max Bruch,"Symphony No. 2 , op. 36"
F,minor,Anton Bruckner,"Study Symphony, WAB 99"
F,minor,Henri Dallier,"Symphony No. 1, op. 50"
F,minor,Ruth Gipps,"Symphony No. 1, op. 22"
F,minor,Henry Kimball Hadley,"Symphony No. 2 """"The Four Seasons"""", op. 30"
F,minor,Joseph Haydn,"Symphony No. 49 """"La Passione"""""
F,minor,Alan Hovhaness,"Symphony No.26, Op. 280"
F,minor,Jānis Ivanovs,Symphony No. 3
F,minor,Paul Juon,"Rhapsodische Symphonie, Op.95"
F,minor,Jan Kalivoda,"Symphony No. 1, op. 7"
F,minor,Paul von Klenau,Symphony No. 1
F,minor,August Klughardt,"Symphony No. 2, op. 34"
F,minor,Joseph Martin Kraus,"Symphony in F minor, VB 130"
F,minor,George Alexander Macfarren,Symphony No. 4
F,minor,Ludwig Wilhelm Maurer,"Symphony, op. 67"
F,minor,Ernst Mielck,"Symphony, Op. 4"
F,minor,Nikolai Myaskovsky,"Symphony No. 10, op. 30"
F,minor,Nikolai Myaskovsky,"Symphony No. 24 , op. 63"
F,minor,George Onslow,Symphony No. 3
F,minor,Carlo d'Ordonez,"Symphony, Brown F12"
F,minor,Ernst Pepping,Symphony No. 2
F,minor,Wilhelm Peterson-Berger,"Symphony No. 3 """"Same Ätnam"""" (""""Lappland Symphony"""")"
F,minor,Ignaz Pleyel,"Symphony, Ben. 138"
F,minor,Joachim Raff,"Symphony No. 10, op. 213 """"Zur Herbstzeit"""" (""""In Autumn"""")"
F,minor,Anton Reicha,Symphony
F,minor,Emil von Reznicek,Symphony No. 4 
F,minor,Franz Xaver Richter,Symphony No. 43
F,minor,Guy Ropartz,Symphony No. 2
F,minor,Jakob Rosenhain,"Symphony No. 2, op. 43"
F,minor,Martin Scherber,Symphony No. 2
F,minor,Georg Schumann,"Symphony No. 2, op. 42"
F,minor,Johanna Senfter,"Symphony No. 7, op. 84"
F,minor,Vissarion Shebalin,"Symphony No. 1, op. 6"
F,minor,Dmitri Shostakovich,"Symphony No. 1, op. 10"
F,minor,Sergei Slonimsky,Symphony No. 1
F,minor,Charles Villiers Stanford,"Symphony No. 3 """"Irish"""" , op. 28"
F,minor,Richard Strauss,"Symphony (No. 2), op. 12"
F,minor,Karol Szymanowski,"Symphony No. 1, op. 15"
F,minor,Pyotr Ilyich Tchaikovsky,"Symphony No. 4, op. 36"
F,minor,Ferdinand Thieriot,Symphony
F,minor,Heinz Tiessen,"Symphony No. 2, op. 17 """"Stirb und Werde!"""""
F,minor,Charles Tournemire,"Symphony No. 5, op. 47"
F,minor,Marcel Tyberg,Symphony No. 2
F,minor,Ralph Vaughan Williams,Symphony No. 4
F,minor,Karl Weigl,Symphony No. 4
F,minor,Mieczysław Weinberg,"Symphony No. 5 , op. 76"
F,minor,Charles-Marie Widor,"Symphony No. 1, op. 16"
F,minor,Charles-Marie Widor,"Symphony for Organ No. 5, op. 42, no. 1"
F,minor,Meredith Willson,"Symphony No. 1 """"A Symphony of San Francisco"""""
F,minor,William Wordsworth,"Symphony No. 1, op. 23"
F-sharp,major,Erich Wolfgang Korngold,"Symphony in F-sharp major, Op. 40"
F-sharp,major,Gustav Mahler,Symphony No. 10
F-sharp,major,Olivier Messiaen,Turangalîla-Symphonie
F-sharp,minor,George Frederick Bristow,"Symphony in F-sharp minor, Op. 26 (1859)"
F-sharp,minor,Alexander Glazunov,"Symphony No. 2, Op. 16 (1884-6)"
F-sharp,minor,Joseph Haydn,"Symphony No. 45 """"Farewell"""" (1772)"
F-sharp,minor,Konstantin Ivanov,Space Symphony in F-sharp minor (1975)
F-sharp,minor,Paul Juon,"Symphony in F-sharp minor, Op. 10 (1895)"
F-sharp,minor,Nikolai Myaskovsky,"Symphony No. 21 , Op. 51 (1940)"
F-sharp,minor,Dora Pejačević,"Symphony in F-sharp minor, Op. 41 (1916–17, rev. 1920)"
F-sharp,minor,Louis Vierne,"Organ Symphony No. 3, Op. 28 (1911)"
G,major,Carl Friedrich Abel,Symphony op. 1 no. 6 / WK 6
G,major,Carl Friedrich Abel,Symphony op. 4 no. 5 / WK 11
G,major,Carl Friedrich Abel,Symphony op. 7 no. 1 / WK 13
G,major,Carl Friedrich Abel,Symphony op. 14 no. 5 / WK 29
G,major,Carl Friedrich Abel,Symphony op. 17 no. 6 / WK 36
G,major,Edmund Angerer ,Toy Symphony
G,major,Carl Philipp Emanuel Bach,Symphony Wq.173 / H648
G,major,Carl Philipp Emanuel Bach,Symphony Wq.180 / H655
G,major,Carl Philipp Emanuel Bach,Symphony Wq.182:1 / H657
G,major,Carl Philipp Emanuel Bach,Symphony Wq.183:4 / H666
G,major,Carl Philipp Emanuel Bach,Symphony H 667
G,major,Johann Christian Bach,Symphony op. 3 no. 6 / W C6
G,major,Johann Christian Bach,Symphony op. 6 no. 1 / W C7a
G,major,Johann Christian Bach,Symphony W C7b
G,major,Johann Christian Bach,Symphony op. 8 no. 2 / W C13
G,major,Franz Ignaz Beck,"Sinfonia, op. 1 no. 5 (Callen 5)"
G,major,Luigi Boccherini,Symphony G576
G,major,Hjalmar Borgstrøm,"Symphony No. 1 , Op. 5"
G,major,Alan Bush,"Symphony No. 2 """"The Nottingham Symphony"""", op. 33"
G,major,Christian Cannabich,Sinfonia (1760)
G,major,Christian Cannabich,"Sinfonia, op. 10 no. 2 (no. 47)"
G,major,Christian Cannabich,"Sinfonia, no. 67"
G,major,Muzio Clementi,"Symphony """"no. 3"""" Grand National Symphony"
G,major,Eric DeLamarter,Symphony
G,major,Felix Draeseke,"Symphony No. 1, Op. 12 "
G,major,Antonín Dvořák,"Symphony No. 8, op. 88, B. 163"
G,major,George Dyson,Symphony
G,major,Jean Françaix,Symphony in G
G,major,François Joseph Gossec,Symphony op. 12 no. 2 (RH 36)
G,major,Theodore Gouvy,Symphony op. 58 (Symphonie brève; variations et rondo pour orchestre)
G,major,Christoph Graupner,GWV 578–611
G,major,Friedrich Gulda,Jazz Symphony
G,major,Asger Hamerik,"Symphony No. 6, op. 38 """"Symphonie spirituelle"""""
G,major,Joseph Haydn,Symphony No. 3
G,major,Joseph Haydn,"Symphony No. 8, Le Soir"
G,major,Joseph Haydn,Symphony No. 18
G,major,Joseph Haydn,Symphony No. 23
G,major,Joseph Haydn,Symphony No. 27
G,major,Joseph Haydn,"Symphony No. 47 """"Das Palindrom"""""
G,major,Joseph Haydn,Symphony No. 54
G,major,Joseph Haydn,Symphony No. 81
G,major,Joseph Haydn,Symphony No. 88
G,major,Joseph Haydn,"Symphony No. 92 """"Oxford"""""
G,major,Joseph Haydn,"Symphony No. 94 """"Surprise"""""
G,major,Joseph Haydn,"Symphony No. 100 """"Military"""""
G,major,Michael Haydn,"Symphony No. 1C, MH 26"
G,major,Michael Haydn,"Symphony No. 3, (Divertimento)"
G,major,Michael Haydn,"Symphony No. 12, MH 108, Perger 7"
G,major,Michael Haydn,"Symphony No. 25, MH 284, Perger 16"
G,major,Michael Haydn,"Symphony No. 35, MH 474, Perger 27"
G,major,Friedrich Koch,"Symphony No. 2, op. 10"
G,major,Leopold Kozeluch,"Symphony P I: 8, op. 24 no. 3"
G,major,Leopold Kozeluch,Symphony P I: G1
G,major,Gustav Mahler,Symphony No. 4
G,major,John Marsh,Symphony No. 8 (9)
G,major,Wolfgang Amadeus Mozart,"Symphony No. 10, K. 74"
G,major,Wolfgang Amadeus Mozart,"Symphony No. 12, K. 110"
G,major,Wolfgang Amadeus Mozart,"Symphony No. 15, K. 124"
G,major,Wolfgang Amadeus Mozart,"Symphony No. 17, K. 129"
G,major,Wolfgang Amadeus Mozart,"Symphony No. 27, K. 199"
G,major,Wolfgang Amadeus Mozart,"Symphony No. 32 """"Overture in the Italian style"""", K. 318"
G,major,Ole Olsen,"Symphony in G , Op. 5"
G,major,George Onslow,"Symphony No. 4, op. 71"
G,major,Carlo d'Ordoñez,"Symphony, Bryan"
G,major,Hubert Parry,Symphony No. 1
G,major,Hans Pfitzner,"Little Symphony, op. 44"
G,major,Ignaz Pleyel,Symphony Ben.130
G,major,Ignaz Pleyel,Symphony Ben.156/op. 68
G,major,Napoléon Henri Reber,Symphony No. 4
G,major,Anton Reicha,Symphony No. 1
G,major,Jean Rivier,"Symphony No. 3, for strings"
G,major,Chevalier de Saint-Georges,Symphony Op. 11 No. 1 G.73
G,major,Vadim Salmanov,Symphony No. 2
G,major,Louis Spohr,"Symphony No. 6 """"Historical Symphony in the Style and Taste of Four Different Periods"""", op. 116"
G,major,Louis Spohr,"Symphony No. 8, op. 137"
G,major,Alice Mary Smith,Symphony in G major
G,major,Johann Stamitz,"Symphony, op. 3 no. 1 (Wolf G2)"
G,major,Johann Stamitz,"Symphony, op. 3 no. 3 (Wolf G3)"
G,major,Johann Stamitz,"Symphony, op. 8 no. 3 (Wolf G5)"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G1"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G2"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G4"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G6"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G8"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G10"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G11"
G,major,Johann Baptist Wanhal,"Symphony, Bryan G13"
G,major,Ralph Vaughan Williams,"Symphony No. 2 """"A London Symphony"""""
G,major,Mieczysław Weinberg,"Symphony No. 2, op. 30 "
G,major,Felix Weingartner,"Symphony No. 1, op. 23"
G,minor,Kurt Atterberg,"Symphony No. 4  """"Sinfonia Piccola"""", Op. 14"
G,minor,Johann Christian Bach,"Symphony, Op. 6, no. 6, T. 264-1"
G,minor,Franz Ignaz Beck,"Symphony, Op. 1, no. 1 (Callen 1, published 1758)"
G,minor,Franz Ignaz Beck,"Symphony, Op. 2, no. 2"
G,minor,Franz Ignaz Beck,"Symphony, Op. 3, no. 3"
G,minor,Julius Benedict,"Symphony, Op. 101"
G,minor,William Sterndale Bennett,Symphony No. 5 (WoO 31)
G,minor,William Sterndale Bennett,Symphony No. 6 Op. 43
G,minor,Franz Berwald,"Symphony No. 1 """"Serieuse"""""
G,minor,Gaetano Brunetti,Symphony No. 22
G,minor,Adam Carse,Symphony No. 2
G,minor,Carl Czerny,"Symphony No. 6, Op. posth."
G,minor,Carl Ditters von Dittersdorf,Symphony Grave g1
G,minor,Joachim Nicolas Eggert,Symphony No. 4
G,minor,Ernst Eichner,"Symphony Op. 6, No. 2"
G,minor,Louise Farrenc,"Symphony No. 3 , Op. 36"
G,minor,Anton Fils,Symphony
G,minor,Eduard Franck,Symphony
G,minor,Gaspard Fritz,"Symphony Op. 6, No. 6"
G,minor,Gerhard Frommel ,Symphony No. 2 (for small orch.)
G,minor,Johann Joseph Fux,Symphony K.306
G,minor,Niels Gade,"Symphony No. 6, Op. 32"
G,minor,Friedrich Gernsheim,"Symphony No. 1, Op. 32"
G,minor,Theodore Gouvy,"Symphony, Op. 87 "
G,minor,Alexander Gretchaninov,"Symphony No. 5, Op. 153"
G,minor,Asger Hamerik,"Symphony No. 5, Op. 36"
G,minor,Johan Peter Emilius Hartmann,"Symphony No. 1, Op. 17"
G,minor,Joseph Haydn,Symphony No. 39
G,minor,Joseph Haydn,"Symphony No. 83 """"La Poule"""" (""""The Hen"""")"
G,minor,Andrés Isasi y Linares,Symphony No. 2
G,minor,Vasily Kalinnikov,Symphony No. 1
G,minor,Jan Kalivoda,Symphony no. 7 (WoO/01)
G,minor,Paul Kletzki,Symphony No. 2
G,minor,Leopold Koželuch,"Symphony Op. 22, no. 3, PI: 5"
G,minor,Franz Krommer,Symphony No. 7
G,minor,F.L.Æ. Kunzen,Symphony
G,minor,Franz Lachner,"Symphony No. 8, Op. 100"
G,minor,Édouard Lalo,Symphony
G,minor,Simon Le Duc,"Symphony (""""a tre"""") Op. 2 No. 2"
G,minor,Pierre van Maldere,"Symphony Op. 4, No. 1"
G,minor,Witold Maliszewski,"Symphony No. 1, Op. 8"
G,minor,François Martin,"Symphony Op. 4, No. 2"
G,minor,Étienne Méhul,Symphony No. 1
G,minor,Felix Mendelssohn,String Symphony No. 12
G,minor,Ernest John Moeran,Symphony
G,minor,Wolfgang Amadeus Mozart,"Symphony No. 25, K. 183"
G,minor,Wolfgang Amadeus Mozart,"Symphony No. 40, K. 550"
G,minor,Nikolai Myaskovsky,"Symphony No. 12 , Op. 35 """"Kolkhoze Symphony"""" (""""The Collective Farm"""")"
G,minor,Josef Mysliveček,"Symphony, Op. 1, No. 5 (E10:g1)"
G,minor,Alberto Nepomuceno,Symphony
G,minor,Carl Nielsen,"Symphony No. 1, Op. 7"
G,minor,Otto Olsson,"Symphony, Op. 11"
G,minor,Karl von Ordonez,"Symphony in G minor, Brown G6"
G,minor,Karl von Ordonez,"Symphony in G minor, Brown G7"
G,minor,Karl von Ordonez,"Symphony in G minor, Brown G8"
G,minor,Gavriil Nikolayevich Popov,"Symphony No. 3 """"Heroic"""", a.k.a. """"Spanish"""", Op. 45"
G,minor,Cipriani Potter,Symphony No. 10
G,minor,Joachim Raff,"Symphony No. 4, Op. 167"
G,minor,Carl Reinecke,"Symphony No. 3, Op. 227"
G,minor,Franz Xaver Richter,Symphony Riemann 27
G,minor,Franz Xaver Richter,"Symphony No. 29 """"with fugue"""""
G,minor,Henri-Joseph Rigel,"Symphony """"No. 8"""""
G,minor,Julius Röntgen,Symphony
G,minor,Antonio Rosetti,"Symphony, Murray A42"
G,minor,Albert Roussel,"Symphony No. 3 , Op. 42"
G,minor,Anton Rubinstein,"Symphony No. 5, Op. 107"
G,minor,Ernst Rudorff,"Symphony No. 2, Op. 40"
G,minor,Giovanni Battista Sammartini,"Sinfonia, J.-C. 56"
G,minor,Giovanni Battista Sammartini,"Sinfonia, J.-C. 57"
G,minor,Giovanni Battista Sammartini,"Sinfonia, J.-C. 59"
G,minor,Robert Schumann,"Symphony Zwickauer, WoO29"
G,minor,Dmitri Shostakovich,"Symphony No. 11, Op. 103 """"The Year 1905"""""
G,minor,Johann Stamitz,"Symphony (""""Orchestral Trio"""") Op. 4, No. 5"
G,minor,Wilhelm Stenhammar,"Symphony No. 2, Op. 34"
G,minor,William Grant Still,"Symphony No. 2 """"Song of a New Race"""""
G,minor,George Templeton Strong,"Symphony No. 2, Op. 50, Sintram"
G,minor,Pyotr Ilyich Tchaikovsky,"Symphony No. 1, Op. 13 """"Winter Daydreams"""""
G,minor,Sergei Vasilenko,"Symphony No. 1, Op. 10"
G,minor,Louis Vierne,"Organ Symphony No. 4 , Op. 32"
G,minor,Georg Christoph Wagenseil,Symphony WV 418
G,minor,Johann Baptist Wanhal,"Symphony, Bryan catalog Gm1"
G,minor,Johann Baptist Wanhal,"Symphony, Bryan catalog Gm2"
G,minor,Mieczysław Weinberg,"Symphony No. 1 , Op. 10"
G,minor,Christoph Ernst Friedrich Weyse,"Symphony No. 1, DF 117"
G,minor,Joseph Wölfl,"Symphony, Op. 40"
A-flat,major,Havergal Brian,Symphony No.32  (1968)
A-flat,major,Edward Elgar,"Symphony No. 1, Op. 55 (1907-8)"
A-flat,major,Jef van Hoof,Symphony No. 2 (1941)
A-flat,major,Hans Rott,Symphony for Strings (unfinished; 3 movements survive) (Nowak 37) (1874-5)
A-flat,major,William Grant Still,"Symphony No. 1 in A flat major, """"Afro-American"""" (1930)"
A-flat,major,Johann Baptist Wanhal,"Symphony in A-flat major, Bryan Ab1"
A-flat,minor,Elliot Goldenthal,Symphony in G-sharp minor
A-flat,minor,Nikolai Myaskovsky,"Symphony No. 17 , Op. 41 (1936–7)"
A,major,Carl Friedrich Abel,"Symphony, Op. 10 No. 6, WKO 24 (published 1771)"
A,major,Anton Arensky,"Symphony No. 2, Op. 22 (1889)"
A,major,Carl Philipp Emanuel Bach,Symphony Wq.182:4 / H660 (commissioned 1773)
A,major,Franz Ignaz Beck,"Sinfonia, Op. 1, No. 3, Callen 3 (published 1758)"
A,major,Franz Ignaz Beck,"Sinfonia, Op. 2, No. 3, Callen 9 (published 1760)"
A,major,Ludwig van Beethoven,"Symphony No. 7, Op. 92 (1811–12)"
A,major,Arthur Bird,"Symphony, Op. 8 (1885?6?)"
A,major,Luigi Boccherini,"Symphony, Op. 21/6, G. 498 (1775)"
A,major,Luigi Boccherini,"Symphony No. 6, Op. 12/6, G. 508 (1771)"
A,major,Luigi Boccherini,"Symphony No. 9, Op. 35/3, G. 511 (1782)"
A,major,Luigi Boccherini,"Symphony No. 16, Op. 37/4, G. 518 (1787)"
A,major,Havergal Brian,Symphony No. 15 (1960)
A,major,Anton Bruckner,Symphony No. 6 (1879–81) (WAB 106)
A,major,Fritz Brun,Symphony No. 8 (1938)
A,major,Christian Cannabich,Symphony (after 1760)
A,major,Philip Greeley Clapp,Symphony No. 3
A,major,Leopold Damrosch,Symphony (1878)
A,major,Georg Druschetzky,Symphony in A major
A,major,František Xaver Dušek,"Sinfonia, Altner A3"
A,major,George Enescu,"Symphony No. 2, Op. 17 (1912–14)"
A,major,Pierre-Octave Ferroud,Symphony (1930)
A,major,Eduard Franck,"Symphony (""""Sinfonie"""") No. 1, Op. 47 (about 1850-1860, printed 1892)"
A,major,Johann Gottlieb Graun,Sinfonia Graun WV Cv:XII:86
A,major,Christoph Graupner,"Symphony, GWV 612"
A,major,Joseph Haydn,Symphony No. 5 (by 1762)
A,major,Joseph Haydn,Symphony No. 14 (by 1764)
A,major,Joseph Haydn,Symphony No. 21 (1764)
A,major,Joseph Haydn,Symphony No. 28 (1765)
A,major,Joseph Haydn,"Symphony No. 59, """"Feuer"""" (by 1769)"
A,major,Joseph Haydn,"Symphony No. 64, """"Tempora Mutantur"""" (by 1775)"
A,major,Joseph Haydn,Symphony No. 65 (by 1778)
A,major,Joseph Haydn,Symphony No. 87 (1785)
A,major,Michael Haydn,"Symphony No. 5, MH 63, Perger 3 (1763)"
A,major,Michael Haydn,"Symphony No. 16, MH 152, Perger 6 (1771)"
A,major,Michael Haydn,"Symphony No. 24, MH 302, Perger 15"
A,major,Michael Haydn,"Symphony No. 41, MH 508, Perger 33 (1789)"
A,major,Johann Wilhelm Hertel,*two of his symphonies (not published during his lifetime) are in A major.
A,major,Leopold Hofmann,nine symphonies in this key (2 lost)
A,major,Ignaz Holzbauer,"Symphony, Op. 2, No. 4 (published 1757)"
A,major,Hans Huber,Symphony (unnumbered) (premiered December 1889)
A,major,Hans Huber,"Symphony No. 4 """"Academic"""" (in Form eines Concerto grosso für zwei Streichorchester, Klavier und Orgel) (1918)"
A,major,Hans Huber,"Symphony No. 6, Op. 134 (1911)"
A,major,Vincent d'Indy,Symphony No. 1 Symphonie italienne (1870–72)
A,major,Salomon Jadassohn,"Symphony No. 2, Op. 28 (1863?)"
A,major,Paul Juon,"Symphony No. 2, Op. 23 (1903)"
A,major,Vasily Kalinnikov,Symphony No. 2 (1895-7)
A,major,Tikhon Khrennikov,"Symphony No. 3, Op. 22 (1973)"
A,major,Leopold Kozeluch,P I:7 Symphony Op. 24 No. 2
A,major,Leopold Kozeluch,"P I:10 Symphony """"À La Française"""""
A,major,Joseph Martin Kraus,"Symphony, VB128"
A,major,Frederic Lamond,"Symphony, Op. 3 (begun 1885, premiered 1890?)"
A,major,Rued Langgaard,"Symphony No.2 """"Awakening of Spring"""" (1912-4, rev 1926)"
A,major,Borys Lyatoshynsky,"Symphony No. 1, Op. 2 (1917-19)"
