# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 21 13:14:18 2025
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,1.26523280000,0.00000050000,-0.00000050000,0,0.0159000000,0.0001000000,-0.0001000000,0,11.54525012,0.33626942,-0.33626942,0,1.03000000,0.03000000,-0.03000000,0,147.15455244,26.06192937,-27.96889982,0,0.46300000,0.08200000,-0.08800000,0,Mass,0.330000,,,1,,,,,687.00,14.00,-14.00,0,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,M V,3322.00,49.00,-49.00,0,0.350000,0.010000,-0.010000,0,0.335000,0.008000,-0.008000,0,0.2700,0.0900,-0.0900,0,[Fe/H],4.870000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.55700000,0.93700000,-0.92200000,17.3500000,0.2000000,-0.2000000,11.9510000,0.0240000,-0.0240000,15.7067000,0.0004370,-0.0004370,2023-05-15,2023-04,2023-05-15
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.63075700000,0.00000100000,-0.00000100000,0,0.0199000000,0.0002000000,-0.0002000000,0,11.60000000,0.30000000,-0.30000000,0,1.03000000,0.03000000,-0.03000000,0,343.00000000,18.00000000,-17.00000000,0,1.08000000,0.06000000,-0.06000000,0,Mass,0.020000,0.020000,-0.014000,0,49.0000,4.0000,-4.0000,0,737.00,15.00,-15.00,0,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430.00,54.00,-54.00,0,0.394000,0.011000,-0.011000,0,0.392000,0.015000,-0.015000,0,0.0000,,,0,[Fe/H],4.840000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.44930000,0.41780000,-0.41390000,15.8990000,1.0300000,-1.0300000,11.0060000,0.0230000,-0.0230000,14.9317000,0.0016400,-0.0016400,2023-03-15,2023-03,2023-03-15
TOI-5218 b,TOI-5218,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,4.29145200000,0.00000400000,-0.00000400000,0,0.0469000000,0.0006000000,-0.0006000000,0,9.86000000,0.39000000,-0.39000000,0,0.87900000,0.03400000,-0.03400000,0,657.00000000,,,1,2.06715317,,,1,Mass,0.000000,,,0,62.0000,6.0000,-6.0000,0,783.00,21.00,-21.00,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,4230.00,88.00,-88.00,0,0.708000,0.022000,-0.022000,0,0.739000,0.030000,-0.030000,0,0.4100,0.1200,-0.1200,0,[Fe/H],4.630000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m39.23s,292.6634642,+71d45m46.66s,71.7629612,377.48300000,3.62700000,-3.62700000,16.0440000,0.1600000,-0.1600000,12.5460000,0.0250000,-0.0250000,15.4499000,0.0006780,-0.0006780,2024-08-30,2024-08,2024-08-30
TOI-5232 b,TOI-5232,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,4.09666920000,0.00000670000,-0.00000670000,0,0.0559300000,0.0009000000,-0.0010000000,0,12.77823800,0.57165802,-0.50440413,0,1.14000000,0.05100000,-0.04500000,0,743.71847238,50.85254512,-50.85254512,0,2.34000000,0.16000000,-0.16000000,0,Mass,0.035000,0.034000,-0.024000,0,,,,,1772.00,40.00,-45.00,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6500.00,180.00,-190.00,0,1.785000,0.067000,-0.057000,0,1.389000,0.068000,-0.075000,0,-0.1040,0.1100,-0.0860,0,[Fe/H],4.077000,0.034000,-0.042000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m20.98s,294.3374248,+35d16m35.38s,35.2764934,609.38800000,8.75000000,-8.51100000,12.2460000,0.0690000,-0.0690000,10.8570000,0.0180000,-0.0180000,12.1680000,0.0001820,-0.0001820,2024-11-04,2024-07,2024-11-04
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,4.87217100000,,,0,,,,,5.22000000,,,0,0.46569801,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631.00,141.47,-99.75,0,1.022830,0.049720,-0.049667,0,1.000000,0.094187,-0.160889,0,,,,,,4.418460,0.089697,-0.064715,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,223.3588909,+68d51m34.10s,68.8594720,290.64600000,1.54700000,-1.53200000,12.2140000,0.0460000,-0.0460000,10.6270000,0.0160000,-0.0160000,12.0984000,0.0001900,-0.0001900,2022-10-03,2022-11,2022-10-03
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.93028900000,0.00000400000,-0.00000400000,0,0.0340000000,0.0040000000,-0.0030000000,0,11.90000000,0.40000000,-0.40000000,0,1.06000000,0.04000000,-0.04000000,0,170.40000000,21.80000000,-21.90000000,0,0.54000000,0.07000000,-0.07000000,0,Mass,0.380000,,,1,34.6000,8.6000,-6.2000,0,675.00,42.00,-30.00,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586.00,88.00,-88.00,0,0.520000,0.020000,-0.010000,0,0.540000,0.020000,-0.020000,0,-0.0300,0.1200,-0.1200,0,[Fe/H],4.770000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.8286820,-02d02m42.34s,-2.0450945,162.22900000,1.31600000,-1.29500000,16.1900000,1.1330000,-1.1330000,11.6390000,0.0350000,-0.0350000,14.9816000,0.0005550,-0.0005550,2023-07-21,2023-07,2023-07-21
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.38759700000,0.00001900000,-0.00001800000,0,0.0520000000,0.0050000000,-0.0040000000,0,9.30345398,0.67253884,-0.67253884,0,0.83000000,0.06000000,-0.06000000,0,127.13136280,28.60455663,-31.78284070,0,0.40000000,0.09000000,-0.10000000,0,Mass,0.000000,,,0,,,,,565.00,28.00,-31.00,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,M0.5 V,3659.00,120.00,-120.00,0,0.540000,0.030000,-0.030000,0,0.530000,0.020000,-0.020000,0,0.3760,0.0950,-0.0950,0,[Fe/H],4.700000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.76200000,1.10900000,-1.09300000,15.4030000,0.1360000,-0.1360000,11.2380000,0.0200000,-0.0200000,14.6439000,0.0005670,-0.0005670,2021-10-11,2022-03,2021-10-11
TOI-5301 b,TOI-5301,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.85885800000,0.00001600000,-0.00001600000,0,0.0730000000,0.0011000000,-0.0011000000,0,13.09208946,0.85188253,-0.78462865,0,1.16800000,0.07600000,-0.07000000,0,1182.32167404,117.59651059,-117.59651059,0,3.72000000,0.37000000,-0.37000000,0,Mass,0.330000,0.110000,-0.100000,0,,,,,1648.00,34.00,-31.00,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6240.00,160.00,-160.00,0,2.190000,0.120000,-0.110000,0,1.483000,0.081000,-0.140000,0,0.0300,0.1300,-0.1100,0,[Fe/H],3.926000,0.052000,-0.061000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m57.79s,12.9908008,+13d04m42.14s,13.0783712,629.16100000,20.62600000,-19.37800000,11.7380000,0.0690000,-0.0690000,10.3360000,0.0200000,-0.0200000,11.5696000,0.0005860,-0.0005860,2024-07-23,2024-07,2024-07-23
TOI-5319 b,TOI-5319,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,4.07853000000,0.00000800000,-0.00000800000,0,0.0506000000,0.0025000000,-0.0060000000,0,2.83000000,0.57000000,-0.59000000,0,0.25247612,0.05085208,-0.05263637,0,,,,,,,,,,,,,,,,,,695.00,,,0,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3580.00,124.25,-124.25,0,0.485000,0.067000,-0.067000,0,0.500000,0.096000,-0.096000,0,,,,,,4.500000,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h20m51.25s,35.2135563,+23d31m13.59s,23.5204408,61.17100000,0.20920000,-0.20780000,13.9470000,0.0180000,-0.0180000,9.5530010,0.0290000,-0.0290000,13.1344000,0.0007780,-0.0007780,2024-10-22,2024-10,2024-10-22
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.32665080000,0.00000300000,-0.00000300000,0,0.0296000000,0.0003500000,-0.0003500000,0,5.82000000,0.19000000,-0.19000000,0,0.51922652,0.01695069,-0.01695069,0,61.50000000,9.70000000,-9.30000000,0,0.19350064,0.03051961,-0.02926107,0,Mass,0.000000,,,0,94.1000,8.0000,-8.0000,0,867.00,18.00,-18.00,0,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,3927.00,37.00,-37.00,0,0.612000,0.013000,-0.012000,0,0.639000,0.023000,-0.023000,0,0.3380,0.0720,-0.0660,0,[Fe/H],4.669000,0.018000,-0.017000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.04700000,0.54800000,-0.54800000,14.4130000,0.0060000,-0.0060000,10.5870000,0.0250000,-0.0250000,13.6645000,0.0004850,-0.0004850,2021-08-16,2021-10,2021-08-16
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,3.79262200000,0.00000620000,-0.00000620000,0,0.0404100000,0.0007500000,-0.0007500000,0,10.60369574,0.23538859,-0.23538859,0,0.94600000,0.02100000,-0.02100000,0,130.94530368,12.71313628,-12.71313628,0,0.41200000,0.04000000,-0.04000000,0,Mass,0.054000,,,1,38.0000,3.0000,-3.0000,0,689.00,12.00,-12.00,0,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,,3747.00,64.00,-64.00,0,0.588000,0.011000,-0.011000,0,0.612000,0.034000,-0.034000,0,0.4250,0.0880,-0.0880,0,[Fe/H],4.686000,0.014000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.36700000,1.33600000,-1.31100000,15.4020000,0.1490000,-0.1490000,10.8600000,0.0180000,-0.0180000,14.3361000,0.0005890,-0.0005890,2023-11-07,2023-10,2023-11-07
TOI-5388.01,TOI-5388,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2.59467500000,,,0,0.0243358550,,,0,1.89426000,0.55889700,-0.55889700,0,0.16881145,0.04980743,-0.04980743,0,,,,,,,,,,,,,,3.3023,,,0,601.35,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3495.00,,,0,0.310000,,,0,0.285720,,,0,,,,,,4.911640,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m42.36s,152.1765169,+35d32m51.21s,35.5475571,18.52260000,0.01665000,-0.01665000,12.7280000,0.0640000,-0.0640000,8.3190000,0.0210000,-0.0210000,11.7284000,0.0004830,-0.0004830,2024-06-11,2024-05,2024-06-11
TOI-5398 b,TOI-5398,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,10.59054700000,0.00001200000,-0.00001100000,0,0.0980000000,0.0050000000,-0.0050000000,0,10.30000000,0.40000000,-0.40000000,0,0.91890603,0.03568567,-0.03568567,0,58.70000000,5.70000000,-5.60000000,0,0.18469085,0.01793421,-0.01761957,0,Mass,0.130000,,,1,,,,,947.00,28.00,-28.00,0,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000.00,75.00,-75.00,0,1.051000,0.013000,-0.013000,0,1.146000,0.013000,-0.013000,0,0.0900,0.0600,-0.0600,0,[Fe/H],4.440000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.85500000,0.68600000,-0.67800000,10.0590000,0.0050000,-0.0050000,8.7130000,0.0180000,-0.0180000,9.9823300,0.0006360,-0.0006360,2023-11-07,2023-10,2023-11-07
TOI-5398 c,TOI-5398,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,4.77271000000,0.00016000000,-0.00014000000,0,0.0570000000,0.0030000000,-0.0030000000,0,3.52000000,0.19000000,-0.19000000,0,0.31403391,0.01695069,-0.01695069,0,11.80000000,4.80000000,-4.70000000,0,0.03712695,0.01510249,-0.01478785,0,Mass,0.140000,,,1,,,,,1242.00,37.00,-37.00,0,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000.00,75.00,-75.00,0,1.051000,0.013000,-0.013000,0,1.146000,0.013000,-0.013000,0,0.0900,0.0600,-0.0600,0,[Fe/H],4.440000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.85500000,0.68600000,-0.67800000,10.0590000,0.0050000,-0.0050000,8.7130000,0.0180000,-0.0180000,9.9823300,0.0006360,-0.0006360,2023-11-06,2023-10,2023-11-06
TOI-540 b,TOI-540,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,1.23914910000,0.00000170000,-0.00000170000,0,0.0122300000,0.0003600000,-0.0003600000,0,0.90300000,0.05200000,-0.05200000,0,0.08056026,0.00463913,-0.00463913,0,,,,,,,,,,0.000000,,,0,23.4000,2.1000,-2.1000,0,611.00,23.00,-23.00,0,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,M V,3216.00,83.00,-83.00,0,0.189500,0.007900,-0.007900,0,0.159000,0.014000,-0.014000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.00220000,0.00880000,-0.00890000,14.8230000,0.1490000,-0.1490000,8.9000000,0.0210000,-0.0210000,12.8938000,0.0004810,-0.0004810,2020-10-01,2021-01,2020-10-08
